City,Address,Coordinates
Снежное ,"ул. Минская, 31","(46.87858534823748, 38.9714041951467)"
Снежное ,"Магазин, г. Снежное, Г.О.Снежное, пгт. Северное","(49.299969155458676, 37.53587841681187)"
Снежное ,"ул. Минская, 31","(47.4903322374438, 36.27646509639807)"
Снежное ,"Магазин, г. Снежное, Г.О.Снежное, пгт. Северное","(49.58292174190407, 37.768966254724134)"
Снежное ,"ул. Минская, 29","(47.505319806107444, 38.01783560631059)"
Снежное ,"Магазин ""Евразия"",","(47.59163799867887, 38.78864901989891)"
Снежное ,"г. Снежное, Г.О. Снежное","(48.6729082782007, 39.39107361306725)"
Снежное ,"ул. Конармейская, 1 Магазин ""Росинка"",","(47.0188427954529, 37.63070424361987)"
Снежное ,"г. Снежное, Г.О. Снежное","(47.12716818679761, 37.005308195324574)"
Снежное ,"ул. Бакинская, 1","(47.949924988362646, 36.177675203763265)"
Снежное ,"Магазин ""Верховина"", г. Снежное, Г.О.Снежное","(46.72417356971212, 39.109607895042785)"
Снежное ,"ул. Мира, 54а","(48.72227766884695, 39.18812404756835)"
Снежное ,"Магазин ""Карина"", г. Снежное, Г.О. Снежное","(49.38195806728287, 36.382652682475964)"
Снежное ,ул. Черевичкина,"(49.4441206091826, 39.070901616851366)"
Снежное ,"Магазин ""Вкусняшка"",","(49.0601594544417, 38.40073220091178)"
Снежное ,"г. Снежное, Г.О.Снежное, пгт. Северное","(46.524690833160975, 36.813418318012715)"
Снежное ,"ул. Квитки Магазин ""Вкусняшка-2"", г. Снежное, Г.О. Снежное, пгт. Северное","(47.69537578412647, 37.208852808457785)"
Снежное ,"ул. Р. Штрауса, 10","(49.56846893435061, 36.60973641901305)"
Снежное ,"Магазин ""Радуга"",","(46.837471233973524, 36.300768445094896)"
Снежное ,"г. Снежное, Г.О.Снежное, пгт. Северное","(46.23132477436958, 38.077160399755314)"
Снежное ,"ул. Минская, 20","(49.59711603420691, 36.413993079605795)"
Снежное ,"Магазин ""Восток"",","(48.987444049514046, 39.499464493610006)"
Снежное ,"г. Снежное, Г.О.Снежное, пгт. Северное","(48.67549499302257, 36.5935257590995)"
Снежное ,"ул. Минская, 31","(48.9966966919984, 36.655872599515966)"
Снежное ,"Магазин ""Лидер"", г. Снежное, Г.О.Снежное","(48.19763908151098, 36.700486486460115)"
Снежное ,"ул. Терешковой, 25а","(46.60488666773529, 38.340021641681886)"
Снежное ,"Магазин ""Продукты"", г. Снежное, Г.О. Снежное","(47.003418195426654, 37.6356766298858)"
Снежное ,"ул. Строителей, 1 Магазин , г. Снежное, Г.О.Снежное","(48.32912813465917, 37.36899843913383)"
Снежное ,ул. Октябрьская,"(47.18017280673965, 36.73201598842578)"
Старобешевский район,с. Осыково,"(49.28199423031151, 38.03266727031853)"
Старобешевский район,"ул. Школьная, 95","(47.13416282543308, 39.23742066019004)"
Старобешевский район,г. Комсомольское,"(46.83789249487579, 37.24248053545204)"
Старобешевский район,"ул. Маяковского, 8","(49.62174560788095, 38.15325683360056)"
Старобешевский район,с. Марьяновка,"(48.44730996207681, 39.229957646390055)"
Старобешевский район,"ул. Мира, 14а","(48.00346580431464, 39.03896599024524)"
Старобешевский район,"пгт. Старобешево, пр. Ангелиной, 18","(47.82475362937194, 38.1106261781339)"
Старобешевский район,пгт. Новый Свет,"(48.45397859092596, 38.1863459912853)"
Старобешевский район,"ул. Промышленная, 4","(48.54888572288405, 37.31563268438139)"
Старобешевский район,пгт. Новый Свет,"(46.65233228838498, 38.340762016831924)"
Старобешевский район,"ул. Промышленная, 4","(46.38711150514211, 36.592330892135344)"
Старобешевский район,с. Краснополье,"(49.11347351292771, 36.099655484262215)"
Старобешевский район,"ул. Ильича, 19а","(46.73336072526758, 38.3676417922887)"
Старобешевский район,"пгт. Старобешево, пр. Ангелиной, 22б","(46.836671726584086, 36.83710597736783)"
Старобешевский район,пгт. Новый Свет,"(49.71111812180591, 37.17177242887844)"
Старобешевский район,"ул. Промышленная, 4","(48.62982334821067, 39.14904334758372)"
Старобешевский район,село Стыла,"(48.53065846389765, 37.24884931298426)"
Старобешевский район,"ул. Ленина, 71","(49.77874742927288, 38.51678321672093)"
Старобешевский район,"село Стыла, улица Ленина, 34б","(48.83368398179454, 37.84785877229533)"
Старобешевский район,пгт. Новый Свет,"(46.352769164579605, 39.43557216843918)"
Старобешевский район,"ул. Комсомольская, 8","(48.74426884858022, 37.0357150917325)"
Старобешевский район,пгт. Новый Свет,"(47.446137955349165, 39.38065403732719)"
Старобешевский район,"ул. Московская, 3","(49.782948033149644, 37.112134142214636)"
Тельмановский МО,"пгт. Тельманово,","(46.72700933942259, 37.13388862626617)"
Тельмановский МО,"пр. Тельмана, д. 3А","(46.33932244197751, 37.598665949902035)"
Тельмановский МО,1) пгт. Тельманово,"(47.14098835572776, 36.54165913547466)"
Тельмановский МО,"пер. Мира, д. 7
2) пгт. Тельманово","(49.17920632857292, 37.0294747894686)"
Тельмановский МО,"ул. Первомайская, д. 144","(46.722610251527314, 38.880707133436935)"
Тельмановский МО,пгт. Тельманово,"(47.409294612086775, 38.30731358383477)"
Тельмановский МО,"ул. Ленина, д. 144","(48.684571225524344, 37.1197424125296)"
Тельмановский МО, пгт. Тельманово,"(46.8454480159337, 36.6713387189305)"
Тельмановский МО,"ул. Первомайская, д. 142","(46.99235486235009, 37.17710852790167)"
Тельмановский МО,пгт. Мирное,"(48.548515932343804, 38.78057771493751)"
Тельмановский МО,"ул. Ленина, д. 9","(48.98907951129499, 39.584185536233164)"
Тельмановский МО,с. Чермалык,"(46.551167636586285, 37.45099298742574)"
Тельмановский МО,"ул. Торговая, д. 44","(49.740733684158755, 39.39779363994764)"
Тельмановский МО,с. Гранитное,"(46.36245372335604, 39.51162620756363)"
Тельмановский МО,"пер. Торговый, д. 8 А","(48.99828440148248, 39.22233151121396)"
Тельмановский МО,с. Новоселовка Вторая,"(49.07468466343011, 37.92781826866684)"
Тельмановский МО,"ул. Центральная, д. 10","(47.808645897180206, 36.71625198525081)"
Тельмановский МО,1) пгт. Тельманово,"(47.6574956362357, 38.504249556301765)"
Тельмановский МО,"ул. Первомайская, д. 148","(48.67922421219782, 39.02754646935094)"
Тельмановский МО,2) с. Кузнецово-Михайловка,"(46.844338458052746, 36.045055382518704)"
Тельмановский МО,"ул. Ленина, д. 8","(47.95277834097035, 37.79895812145403)"
Тельмановский МО,с. Староигнатьевка,"(48.49512427486564, 36.903335182518354)"
Тельмановский МО,"ул. Калинина, д. 90","(48.650911196433384, 36.118907621504505)"
Тельмановский МО,1) с. Староигнатьевка,"(48.65536199258614, 36.01169575558487)"
Тельмановский МО,"ул. Калинина, д. 5
2) с. Староигнатьевка","(48.73488214646495, 37.14620462865979)"
Тельмановский МО,"ул. Мира, д. 82","(49.045897776067385, 36.20890625364304)"
Тельмановский МО,пгт. Тельманово,"(49.77848453294171, 37.56398580902183)"
Тельмановский МО,"ул. Юбилейна, д. 42","(47.97100576280918, 39.4062177486443)"
Тельмановский МО,с. Богдановка,"(47.7867340740905, 36.964586110456494)"
Тельмановский МО,"ул. Ленина, д. 11 А","(48.733832208834386, 37.83094847980896)"
Тельмановский МО,пгт. Тельманово,"(49.39783771241388, 38.09422729114048)"
Тельмановский МО,"пер. Мира, 7","(48.415761570608616, 36.973542096321225)"
Тельмановский МО,пгт. Тельманово,"(49.30769181464032, 37.472770743800176)"
Тельмановский МО,"пер. Садовый, д. 4 А","(46.90136924321242, 38.99807517287675)"
Тельмановский МО,1) пгт. Тельманово,"(47.40526711179562, 38.03538144769898)"
Тельмановский МО,"ул. Ленина, д. 109
2) пгт. Тельманово, 
пр. Тельмана, д. 13","(47.981235503057505, 39.12103768673291)"
Тельмановский МО,пгт. Тельманово,"(49.2580717379125, 37.32866811167155)"
Тельмановский МО,"ул. Ленина, д. 169 А","(48.7487935821662, 37.318126442616055)"
Тельмановский МО,с. Михайловка,"(47.29344973250512, 38.12462912201924)"
Тельмановский МО,"ул. Кубанская, д. 1","(48.467367441845255, 38.537905288327536)"
Тельмановский МО,с. Мичурино,"(47.76504243599958, 36.08158222505567)"
Тельмановский МО,"ул. Шевченко, д.69 А","(46.623728115401455, 37.56089788875477)"
Тельмановский МО,с. Розовка,"(48.182520632208465, 36.85159480830991)"
Тельмановский МО,"ул. Центральная, д. 42","(49.64825967206093, 39.23476007823272)"
Тельмановский МО,с. Мичурино,"(47.87523532485981, 36.43707624304512)"
Тельмановский МО,"ул. Шевченко, д.69 Б","(47.903841713518545, 38.14993406819765)"
Тельмановский МО,с. Мичурино,"(47.28392721154061, 37.20052093238044)"
Тельмановский МО,"ул. Мира, д. 65 А","(46.91773677785279, 38.15201280263706)"
Тельмановский МО,с. Самсоново,"(49.02370529491735, 37.01917795767383)"
Тельмановский МО,"ул. Бр.Зеленских, д. 49 а","(48.689669592677916, 37.32622866278694)"
Тельмановский МО,с. Старая Ласпа,"(49.08396342657143, 38.52265233817136)"
Тельмановский МО,"ул. Ленина, д. 46-а.","(47.69757966779036, 39.385661763623155)"
Тельмановский МО,с. Старая Ласпа,"(46.83268113412115, 38.88611689910994)"
Тельмановский МО,"ул. Ленина, д. 43 А","(48.60483649623396, 38.92549089864342)"
Тельмановский МО,1) с. Гранитное,"(46.24944232691523, 39.42896800362608)"
